date,ticker,price,volume,market_cap,tx_count,tx_volume,DAA,NVT,hash_rate,fees,volatility,liquidity
2014-10-02,BTC,377.3,9458.0,3965273703.0,38332.0,3436624.0,86662.0,500.0,3343134.29,2117.0,0.5701,0.005
2014-10-03,BTC,361.9,17578.0,3804329504.0,35030.0,5123711.0,86740.0,500.0,4335636.73,1854.0,0.5818,0.005
2014-10-04,BTC,328.0,26917.0,3448788321.0,36244.0,5870826.0,86824.0,500.0,2412306.24,4280.0,0.6403,0.005
2014-10-05,BTC,321.63,55803.0,3382613477.0,41089.0,4586681.0,86915.0,500.0,2677886.33,2938.0,0.6407,0.005
2014-10-06,BTC,330.25,79712.0,3474095515.0,45940.0,7496884.0,87013.0,463.41,1982112.18,3876.0,0.6527,0.005
2014-10-07,BTC,329.28,23648.0,3464713761.0,47165.0,5453351.0,87117.0,500.0,3359499.66,2217.0,0.6532,0.005
2014-10-08,BTC,346.71,26694.0,3648979564.0,43857.0,4112330.0,87227.0,500.0,3345901.0,3230.0,0.6901,0.005
2014-10-09,BTC,373.98,40469.0,3936918924.0,38524.0,5284161.0,87344.0,500.0,5687837.05,821.0,0.7552,0.005
2014-10-10,BTC,358.54,30634.0,3775276062.0,35205.0,6176497.0,87468.0,500.0,3171903.54,1682.0,0.7533,0.005
2014-10-11,BTC,363.89,9720.0,3832517998.0,36426.0,2721336.0,87598.0,500.0,2574883.0,1048.0,0.7571,0.005
2014-10-12,BTC,375.01,12506.0,3950571154.0,41295.0,2523484.0,87734.0,500.0,3982687.54,1901.0,0.769,0.005
2014-10-13,BTC,384.0,19529.0,4046235882.0,46170.0,7185091.0,87877.0,500.0,2589487.07,4973.0,0.7719,0.005
2014-10-14,BTC,412.41,30975.0,4346623951.0,47401.0,5951092.0,88027.0,500.0,3004377.01,2161.0,0.8215,0.005
2014-10-15,BTC,391.53,20705.0,4127535432.0,44077.0,6091273.0,88183.0,500.0,2976093.61,3587.0,0.8375,0.005
2014-10-16,BTC,372.4,20130.0,3926795620.0,38718.0,4677442.0,88345.0,500.0,8419174.54,2820.0,0.8501,0.005
2014-10-17,BTC,378.5,13986.0,3992062620.0,35382.0,4287956.0,88514.0,500.0,4607555.37,2642.0,0.8456,0.005
2014-10-18,BTC,391.51,7659.0,4130257532.0,36608.0,5033925.0,88690.0,500.0,5239411.12,3837.0,0.8274,0.005
2014-10-19,BTC,388.9,3655.0,4103694314.0,41502.0,3647188.0,88872.0,500.0,5980363.41,902.0,0.8125,0.005
2014-10-20,BTC,383.14,10729.0,4043871222.0,46402.0,2087604.0,89060.0,500.0,4863940.08,641.0,0.8106,0.005
2014-10-21,BTC,386.43,8673.0,4079560661.0,47639.0,6103406.0,89255.0,500.0,3398056.43,3678.0,0.8109,0.005
2014-10-22,BTC,384.92,8441.0,4064580707.0,44297.0,4174166.0,89456.0,500.0,4657400.92,1241.0,0.8108,0.005
2014-10-23,BTC,361.75,18345.0,3820819343.0,38912.0,3805231.0,89663.0,500.0,4380171.7,2097.0,0.7711,0.005
2014-10-24,BTC,359.47,18519.0,3797635522.0,35559.0,1283675.0,89877.0,500.0,2328250.14,158.0,0.7697,0.005
2014-10-25,BTC,348.09,10933.0,3678280269.0,36792.0,6325902.0,90097.0,500.0,3862667.58,2352.0,0.7613,0.005
2014-10-26,BTC,354.38,8158.0,3745631867.0,41710.0,2440632.0,90324.0,500.0,3045053.9,612.0,0.7652,0.005
2014-10-27,BTC,354.73,7696.0,3750217007.0,46634.0,2290554.0,90556.0,500.0,1740327.11,1788.0,0.7647,0.005
2014-10-28,BTC,354.54,8416.0,3749093650.0,47878.0,6955386.0,90795.0,500.0,4852947.08,5135.0,0.7482,0.005
2014-10-29,BTC,341.67,11585.0,3613852647.0,44520.0,1743438.0,91040.0,500.0,5732323.51,588.0,0.7558,0.005
2014-10-30,BTC,346.98,14020.0,3670883108.0,39107.0,1797003.0,91291.0,500.0,2353973.72,532.0,0.7372,0.005
2014-10-31,BTC,341.82,9689.0,3617146331.0,35737.0,5841980.0,91548.0,500.0,3258468.18,4134.0,0.7362,0.005
2014-11-01,BTC,322.97,13037.0,3418481735.0,36976.0,4576911.0,91811.0,500.0,3617316.9,3337.0,0.7561,0.005
2014-11-02,BTC,326.65,9934.0,3458248444.0,41919.0,5413305.0,92080.0,500.0,3839688.72,2632.0,0.7464,0.005
2014-11-03,BTC,328.14,10655.0,3474842501.0,46868.0,7618608.0,92355.0,456.1,3677436.09,2326.0,0.6704,0.005
2014-11-04,BTC,330.58,13797.0,3501506408.0,48118.0,1902316.0,92636.0,500.0,4086245.01,530.0,0.6668,0.005
2014-11-05,BTC,341.9,14988.0,3622261717.0,44743.0,2090263.0,92923.0,500.0,6174094.21,1090.0,0.6709,0.005
2014-11-06,BTC,346.98,12674.0,3676948260.0,39303.0,6541200.0,93216.0,500.0,3731524.56,877.0,0.6722,0.005
2014-11-07,BTC,342.0,10309.0,3625029197.0,35917.0,1667789.0,93514.0,500.0,5104803.83,876.0,0.649,0.005
2014-11-08,BTC,344.11,3257.0,3648253427.0,37162.0,5762061.0,93818.0,500.0,4977206.57,3474.0,0.5847,0.005
2014-11-09,BTC,355.71,8883.0,3772124850.0,42129.0,2256177.0,94128.0,500.0,3655270.45,1276.0,0.5803,0.005
2014-11-10,BTC,374.32,18490.0,3970409220.0,47103.0,6775254.0,94444.0,500.0,4424762.42,1825.0,0.6063,0.005
2014-11-11,BTC,365.09,10112.0,3873418358.0,48359.0,4484241.0,94764.0,500.0,5223866.91,1860.0,0.6035,0.005
2014-11-12,BTC,419.06,36392.0,4447058924.0,44967.0,3408385.0,95091.0,500.0,3837297.04,2503.0,0.7917,0.005
2014-11-13,BTC,383.55,47541.0,4071185065.0,39500.0,1913464.0,95422.0,500.0,4676823.73,548.0,0.8078,0.005
2014-11-14,BTC,397.5,31116.0,4220249712.0,36097.0,1677456.0,95760.0,500.0,3755633.32,494.0,0.7983,0.005
2014-11-15,BTC,374.87,13532.0,3980923540.0,37348.0,2871817.0,96102.0,500.0,3461233.02,631.0,0.8051,0.005
2014-11-16,BTC,384.72,10770.0,4086486085.0,42340.0,2057979.0,96449.0,500.0,3860885.71,883.0,0.8082,0.005
2014-11-17,BTC,380.6,23283.0,4043673953.0,47339.0,6529350.0,96802.0,500.0,3012347.22,2063.0,0.8004,0.005
2014-11-18,BTC,378.34,15128.0,4020607407.0,48601.0,5723823.0,97160.0,500.0,2885955.52,1746.0,0.8003,0.005
2014-11-19,BTC,377.55,10892.0,4013154889.0,45192.0,4049832.0,97522.0,500.0,4683420.4,2849.0,0.7986,0.005
2014-11-20,BTC,361.2,15579.0,3840265079.0,39698.0,6921930.0,97890.0,500.0,3242975.84,719.0,0.8122,0.005
2014-11-21,BTC,357.02,15757.0,3796714994.0,36278.0,5683733.0,98263.0,500.0,7132206.66,3338.0,0.8129,0.005
2014-11-22,BTC,358.22,6845.0,3810370864.0,37535.0,4946106.0,98640.0,500.0,4815276.11,2386.0,0.7851,0.005
2014-11-23,BTC,363.56,5258.0,3868080069.0,42552.0,4263808.0,99022.0,500.0,4169675.88,2239.0,0.7863,0.005
2014-11-24,BTC,382.01,17020.0,4065331929.0,47577.0,7860788.0,99408.0,500.0,4924606.58,5985.0,0.7955,0.005
2014-11-25,BTC,379.48,19530.0,4039355398.0,48845.0,5397607.0,99799.0,500.0,3291519.14,1663.0,0.7946,0.005
2014-11-26,BTC,367.92,12845.0,3917224310.0,45419.0,3322854.0,100195.0,500.0,4629765.12,1451.0,0.8032,0.005
2014-11-27,BTC,371.25,8016.0,3953605695.0,39897.0,3994973.0,100594.0,500.0,4307750.1,2609.0,0.8035,0.005
2014-11-28,BTC,375.26,10916.0,3997247030.0,36459.0,3575741.0,100998.0,500.0,2680999.28,2649.0,0.7917,0.005
2014-11-29,BTC,377.16,9653.0,4018427530.0,37723.0,2402464.0,101407.0,500.0,4945524.43,1094.0,0.7906,0.005
2014-11-30,BTC,376.43,3635.0,4011589781.0,42766.0,7507417.0,101819.0,500.0,3422164.52,3721.0,0.788,0.005
2014-12-01,BTC,377.0,6303.0,4018605647.0,47815.0,6664852.0,102235.0,500.0,6623381.63,1891.0,0.7587,0.005
2014-12-02,BTC,380.0,6475.0,4051532847.0,49090.0,2473490.0,102655.0,500.0,4761329.66,1301.0,0.7585,0.005
2014-12-03,BTC,379.38,8230.0,4045869808.0,45647.0,2127440.0,103079.0,500.0,2380412.46,925.0,0.759,0.005
2014-12-04,BTC,372.02,12168.0,3968308613.0,40097.0,4615324.0,103507.0,500.0,4302144.19,3584.0,0.7639,0.005
2014-12-05,BTC,373.97,7702.0,3990042960.0,36642.0,6679795.0,103938.0,500.0,2854846.57,4781.0,0.7564,0.005
2014-12-06,BTC,374.36,4509.0,3995138855.0,37912.0,3713437.0,104373.0,500.0,2981728.33,2416.0,0.7554,0.005
2014-12-07,BTC,376.02,2390.0,4013793204.0,42980.0,2980493.0,104812.0,500.0,5481784.83,1400.0,0.7527,0.005
2014-12-08,BTC,366.99,8541.0,3918319662.0,48055.0,7730464.0,105253.0,500.0,2673688.82,3792.0,0.7589,0.005
2014-12-09,BTC,352.53,22296.0,3764811834.0,49336.0,4126576.0,105698.0,500.0,4433086.26,1134.0,0.7644,0.005
2014-12-10,BTC,349.99,6012.0,3738560104.0,45875.0,3646377.0,106146.0,500.0,3483797.53,2637.0,0.7414,0.005
2014-12-11,BTC,357.0,15931.0,3814331733.0,40298.0,4385366.0,106597.0,500.0,5568946.94,2052.0,0.7402,0.005
2014-12-12,BTC,356.51,7912.0,3809986623.0,36826.0,3876237.0,107051.0,500.0,2760540.47,1391.0,0.5132,0.005
2014-12-13,BTC,348.63,5830.0,3726644424.0,38102.0,3584930.0,107508.0,500.0,6385827.67,1667.0,0.4306,0.005
2014-12-14,BTC,353.87,4180.0,3783540519.0,43195.0,3168006.0,107967.0,500.0,3987892.71,1178.0,0.4122,0.005
2014-12-15,BTC,351.86,7927.0,3762928448.0,48296.0,2629099.0,108429.0,500.0,4902122.83,1137.0,0.3648,0.005
2014-12-16,BTC,335.47,17464.0,3588485086.0,49583.0,1935852.0,108894.0,500.0,3330485.8,708.0,0.382,0.005
2014-12-17,BTC,317.36,22473.0,3395556927.0,46105.0,2906984.0,109361.0,500.0,6045721.59,399.0,0.4191,0.005
2014-12-18,BTC,317.11,22759.0,3393673942.0,40500.0,4913090.0,109830.0,500.0,4731958.49,2292.0,0.4195,0.005
2014-12-19,BTC,315.71,15753.0,3379479672.0,37010.0,1863376.0,110301.0,500.0,4251853.72,675.0,0.4193,0.005
2014-12-20,BTC,325.34,12789.0,3483375259.0,38293.0,5952603.0,110775.0,500.0,4522907.53,3773.0,0.415,0.005
2014-12-21,BTC,327.92,6413.0,3511817856.0,43412.0,5892858.0,111250.0,500.0,5325839.08,1374.0,0.4157,0.005
2014-12-22,BTC,332.18,12026.0,3558269282.0,48538.0,7957344.0,111727.0,447.17,5649631.25,3584.0,0.4187,0.005
2014-12-23,BTC,336.3,7877.0,3603241971.0,49831.0,7150624.0,112206.0,500.0,4154594.46,2545.0,0.4175,0.005
2014-12-24,BTC,325.7,6223.0,3490482981.0,46336.0,5993517.0,112687.0,500.0,9107183.63,760.0,0.383,0.005
2014-12-25,BTC,318.38,4776.0,3412830561.0,40703.0,4376080.0,113169.0,500.0,4855704.09,1864.0,0.3878,0.005
2014-12-26,BTC,329.24,4850.0,3530064987.0,37196.0,4519848.0,113652.0,500.0,4644835.42,1583.0,0.4009,0.005
2014-12-27,BTC,314.0,8818.0,3367447945.0,38485.0,3749099.0,114137.0,500.0,6398035.9,2433.0,0.4249,0.005
2014-12-28,BTC,317.66,5257.0,3407492324.0,43629.0,2895615.0,114623.0,500.0,4962900.11,2113.0,0.4253,0.005
2014-12-29,BTC,312.7,5317.0,3355067979.0,48781.0,4131787.0,115110.0,500.0,4433580.01,1403.0,0.4251,0.005
2014-12-30,BTC,314.0,7673.0,3369800231.0,50081.0,6878760.0,115597.0,489.88,6624652.79,5109.0,0.4264,0.005
2014-12-31,BTC,316.67,7568.0,3399245027.0,46569.0,4691544.0,116086.0,500.0,4738143.59,2697.0,0.4285,0.005
2015-01-01,BTC,315.38,4792.0,3386185263.0,40907.0,6005710.0,116575.0,500.0,3672318.4,2677.0,0.4258,0.005
2015-01-02,BTC,315.95,3196.0,3393094228.0,37382.0,4371984.0,117065.0,500.0,3917517.06,3030.0,0.4264,0.005
2015-01-03,BTC,300.0,12244.0,3222550903.0,38678.0,3759367.0,117555.0,500.0,4549864.02,1835.0,0.4519,0.005
2015-01-04,BTC,267.46,44673.0,2873679428.0,43848.0,5524324.0,118046.0,500.0,10207206.64,1068.0,0.5717,0.005
2015-01-05,BTC,276.8,16629.0,2974722705.0,49025.0,2586977.0,118537.0,500.0,4927522.81,482.0,0.5923,0.005
2015-01-06,BTC,276.8,0.0,2975413907.0,50332.0,6055174.0,119028.0,491.38,3812949.1,4629.0,0.5912,0.005
2015-01-07,BTC,276.8,0.0,2976105109.0,46802.0,4352886.0,119519.0,500.0,3851015.24,1867.0,0.5898,0.005
2015-01-08,BTC,276.8,0.0,2976796312.0,41112.0,4259545.0,120009.0,500.0,4548930.96,945.0,0.58,0.005
2015-01-09,BTC,276.8,0.0,2977487514.0,37570.0,4920901.0,120500.0,500.0,10627583.09,1392.0,0.5806,0.005
2015-01-10,BTC,278.86,36859.0,3000342908.0,38872.0,2107306.0,120990.0,500.0,9476292.11,576.0,0.5748,0.005
2015-01-11,BTC,271.0,10521.0,2916451402.0,44068.0,3175292.0,121480.0,500.0,7426820.02,1451.0,0.5787,0.005
2015-01-12,BTC,270.97,12943.0,2916805192.0,49271.0,4366596.0,121969.0,500.0,6120332.72,1937.0,0.5773,0.005
2015-01-13,BTC,232.55,47095.0,2503821091.0,50585.0,4031756.0,122457.0,500.0,5335360.63,460.0,0.7362,0.005
2015-01-14,BTC,180.79,115814.0,1946982587.0,47037.0,2106394.0,122944.0,500.0,4707304.61,283.0,1.0361,0.005
2015-01-15,BTC,218.83,89351.0,2357193381.0,41318.0,2517065.0,123431.0,500.0,9035851.35,1809.0,1.3067,0.005
2015-01-16,BTC,206.6,47899.0,2225970150.0,37758.0,3886771.0,123916.0,500.0,5220552.67,2834.0,1.3075,0.005
2015-01-17,BTC,198.56,21883.0,2139840615.0,39067.0,3583903.0,124400.0,500.0,6275774.02,1364.0,1.3102,0.005
2015-01-18,BTC,209.34,17654.0,2256537222.0,44289.0,4506285.0,124883.0,500.0,4096029.04,1742.0,1.331,0.005
2015-01-19,BTC,212.28,12594.0,2288758433.0,49518.0,4230249.0,125364.0,500.0,5155795.44,2601.0,1.3257,0.005
2015-01-20,BTC,211.78,15778.0,2283896377.0,50838.0,1368573.0,125843.0,500.0,8088357.64,378.0,1.3243,0.005
2015-01-21,BTC,214.53,14106.0,2314088874.0,47272.0,2078725.0,126321.0,500.0,5022727.13,1173.0,1.3243,0.005
2015-01-22,BTC,233.87,33243.0,2523289287.0,41525.0,4453183.0,126798.0,500.0,6095038.6,1163.0,1.3694,0.005
2015-01-23,BTC,232.9,15349.0,2513405263.0,37947.0,2317685.0,127272.0,500.0,4592790.49,2287.0,1.3671,0.005
2015-01-24,BTC,244.77,14463.0,2642114896.0,39263.0,2570474.0,127744.0,500.0,6043230.67,1575.0,1.3817,0.005
2015-01-25,BTC,247.91,24222.0,2676627983.0,44511.0,1199636.0,128214.0,500.0,4827001.14,402.0,1.3758,0.005
2015-01-26,BTC,262.98,59003.0,2839992044.0,49766.0,4701607.0,128682.0,500.0,7170581.49,667.0,1.3878,0.005
2015-01-27,BTC,265.59,22734.0,2868841348.0,51093.0,6094946.0,129147.0,470.69,8204967.21,2693.0,1.3876,0.005
2015-01-28,BTC,239.01,19678.0,2582327213.0,47509.0,4528945.0,129610.0,500.0,5201045.43,3496.0,1.4277,0.005
2015-01-29,BTC,235.45,30597.0,2544451978.0,41733.0,4714546.0,130070.0,500.0,6058029.03,3276.0,1.4275,0.005
2015-01-30,BTC,231.6,22806.0,2503424280.0,38138.0,1216809.0,130528.0,500.0,7421706.98,256.0,1.4268,0.005
2015-01-31,BTC,230.59,14230.0,2493082739.0,39460.0,3780737.0,130982.0,500.0,3637515.38,1389.0,1.4268,0.005
2015-02-01,BTC,224.0,19693.0,2422392624.0,44734.0,4340938.0,131434.0,500.0,6172523.78,3134.0,1.4282,0.005
2015-02-02,BTC,226.1,16874.0,2445667153.0,50016.0,2821693.0,131883.0,500.0,6982253.85,756.0,1.4214,0.005
2015-02-03,BTC,233.57,17508.0,2527051527.0,51349.0,2639796.0,132328.0,500.0,9129049.82,1021.0,1.3788,0.005
2015-02-04,BTC,224.83,17964.0,2433052735.0,47748.0,2852656.0,132770.0,500.0,6342813.78,572.0,1.3776,0.005
2015-02-05,BTC,216.25,14091.0,2340742172.0,41942.0,2171666.0,133209.0,500.0,4554455.43,5633.0,1.3825,0.005
2015-02-06,BTC,223.01,10805.0,2414470926.0,38329.0,1402517.0,133644.0,500.0,6783363.95,279.0,1.3884,0.005
2015-02-07,BTC,227.95,7838.0,2468524232.0,39657.0,1976333.0,134075.0,500.0,5926656.24,1124.0,1.3915,0.005
2015-02-08,BTC,222.49,16416.0,2409952190.0,44958.0,4523964.0,134503.0,500.0,7122599.86,2342.0,1.3931,0.005
2015-02-09,BTC,219.8,15846.0,2381363696.0,50267.0,2541947.0,134927.0,500.0,9672455.66,625.0,1.3927,0.005
2015-02-10,BTC,220.11,9493.0,2385271948.0,51606.0,2363915.0,135347.0,500.0,7041763.72,1798.0,1.3904,0.005
2015-02-11,BTC,222.78,11440.0,2414762317.0,47987.0,4348169.0,135763.0,500.0,10187757.04,560.0,1.3915,0.005
2015-02-12,BTC,222.54,6440.0,2412716612.0,42152.0,1308432.0,136175.0,500.0,4379646.48,564.0,1.2995,0.005
2015-02-13,BTC,236.99,21187.0,2569971274.0,38521.0,2184290.0,136583.0,500.0,5498833.15,1657.0,1.038,0.005
2015-02-14,BTC,246.57,15075.0,2674474599.0,39856.0,1067813.0,136986.0,500.0,9624155.63,778.0,0.7571,0.005
2015-02-15,BTC,243.97,29186.0,2646882361.0,45184.0,3336170.0,137385.0,500.0,8386022.1,513.0,0.7274,0.005
2015-02-16,BTC,237.38,17141.0,2575978817.0,50518.0,3670956.0,137779.0,500.0,6520728.23,2035.0,0.7192,0.005
2015-02-17,BTC,245.13,12548.0,2660691685.0,51865.0,3265690.0,138169.0,500.0,6449197.04,494.0,0.705,0.005
2015-02-18,BTC,234.97,13672.0,2550999693.0,48227.0,5178089.0,138554.0,492.65,7498710.48,3956.0,0.7233,0.005
2015-02-19,BTC,242.03,7625.0,2628252399.0,42364.0,3864864.0,138934.0,500.0,4401236.66,2864.0,0.7285,0.005
2015-02-20,BTC,243.97,11347.0,2649928471.0,38714.0,3372576.0,139309.0,500.0,8996266.95,1467.0,0.728,0.005
2015-02-21,BTC,244.07,3785.0,2651624113.0,40056.0,2603353.0,139679.0,500.0,5193779.72,1222.0,0.66,0.005
2015-02-22,BTC,234.15,6984.0,2544435997.0,45410.0,5191899.0,140044.0,490.08,5006160.94,2380.0,0.6764,0.005
2015-02-23,BTC,237.45,5416.0,2580889022.0,50772.0,3308487.0,140404.0,500.0,4001282.37,2582.0,0.6538,0.005
2015-02-24,BTC,240.18,6198.0,2611161667.0,52125.0,2605757.0,140759.0,500.0,9194324.19,1499.0,0.6535,0.005
2015-02-25,BTC,238.89,3953.0,2597733728.0,48469.0,2639460.0,141108.0,500.0,7695828.17,1795.0,0.615,0.005
2015-02-26,BTC,237.65,5449.0,2584843181.0,42576.0,1439270.0,141451.0,500.0,8898152.25,1079.0,0.6134,0.005
2015-02-27,BTC,254.54,20676.0,2769185935.0,38908.0,3678286.0,141790.0,500.0,16169568.17,1519.0,0.5614,0.005
2015-02-28,BTC,252.0,7059.0,2742182098.0,40257.0,4614619.0,142122.0,500.0,5227602.26,1254.0,0.5597,0.005
2015-03-01,BTC,247.87,4461.0,2697859741.0,45638.0,3316175.0,142449.0,500.0,7211330.43,2398.0,0.5598,0.005
2015-03-02,BTC,264.96,16066.0,2884531879.0,51026.0,4030178.0,142770.0,500.0,4281854.69,1951.0,0.6048,0.005
2015-03-03,BTC,279.0,24083.0,3038077411.0,52386.0,5162641.0,143086.0,500.0,3537107.88,1693.0,0.6144,0.005
2015-03-04,BTC,279.38,13519.0,3042912939.0,48712.0,5195968.0,143395.0,500.0,6565314.64,3158.0,0.6148,0.005
2015-03-05,BTC,268.44,12103.0,2924428467.0,42789.0,4701911.0,143698.0,500.0,7123528.95,856.0,0.6286,0.005
2015-03-06,BTC,272.12,10401.0,2965198494.0,39103.0,3603897.0,143996.0,500.0,5601215.49,871.0,0.61,0.005
2015-03-07,BTC,276.46,5168.0,3013180342.0,40458.0,4731491.0,144287.0,500.0,10961823.07,1611.0,0.5885,0.005
2015-03-08,BTC,274.75,5323.0,2995228871.0,45866.0,1973243.0,144572.0,500.0,7813305.12,1135.0,0.5849,0.005
2015-03-09,BTC,287.63,10597.0,3136360394.0,51282.0,6010871.0,144850.0,500.0,9410872.23,3527.0,0.599,0.005
2015-03-10,BTC,293.0,14288.0,3195647330.0,52649.0,2799698.0,145123.0,500.0,5881790.53,1297.0,0.5885,0.005
2015-03-11,BTC,294.5,6530.0,3212742701.0,48956.0,4883111.0,145389.0,500.0,9215661.94,2610.0,0.5835,0.005
2015-03-12,BTC,297.22,7800.0,3243157764.0,43004.0,1529605.0,145648.0,500.0,8990262.16,1210.0,0.5827,0.005
2015-03-13,BTC,288.15,9715.0,3144908730.0,39299.0,2484961.0,145901.0,500.0,8656758.51,1901.0,0.5999,0.005
2015-03-14,BTC,283.43,6126.0,3094101760.0,40661.0,5294965.0,146147.0,500.0,6530984.81,1372.0,0.6055,0.005
2015-03-15,BTC,285.87,2117.0,3121452199.0,46096.0,2275332.0,146387.0,500.0,5198483.3,619.0,0.5704,0.005
2015-03-16,BTC,289.0,6711.0,3156350749.0,51539.0,3466334.0,146620.0,500.0,7265922.0,2231.0,0.5576,0.005
2015-03-17,BTC,288.26,5686.0,3148988563.0,52913.0,7550087.0,146846.0,417.08,6442613.47,1505.0,0.5553,0.005
2015-03-18,BTC,265.58,15381.0,2901892570.0,49202.0,1777404.0,147066.0,500.0,11135004.5,1011.0,0.6195,0.005
2015-03-19,BTC,254.93,20231.0,2786160624.0,43220.0,5145941.0,147279.0,500.0,9769961.93,1347.0,0.6294,0.005
2015-03-20,BTC,262.97,7527.0,2874687418.0,39496.0,1586892.0,147484.0,500.0,8702223.07,497.0,0.6176,0.005
2015-03-21,BTC,260.0,4787.0,2842869766.0,40865.0,4375666.0,147683.0,500.0,4863833.14,2288.0,0.6127,0.005
2015-03-22,BTC,268.25,4016.0,2933746062.0,46327.0,1385724.0,147875.0,500.0,8084472.89,1010.0,0.6207,0.005
2015-03-23,BTC,262.18,9562.0,2868015524.0,51797.0,5269719.0,148060.0,500.0,5476332.01,2237.0,0.6274,0.005
2015-03-24,BTC,247.41,17787.0,2707062701.0,53178.0,3413082.0,148238.0,500.0,9724718.14,2074.0,0.6433,0.005
2015-03-25,BTC,244.1,14967.0,2671455532.0,49448.0,2967928.0,148409.0,500.0,9048958.2,890.0,0.6442,0.005
2015-03-26,BTC,253.0,8056.0,2769489819.0,43436.0,1685211.0,148572.0,500.0,7266346.95,768.0,0.6549,0.005
2015-03-27,BTC,248.56,6166.0,2721507599.0,39694.0,3730892.0,148729.0,500.0,8761310.76,618.0,0.658,0.005
2015-03-28,BTC,251.19,6093.0,2750930976.0,41070.0,4826101.0,148878.0,500.0,4857545.05,1392.0,0.6582,0.005
2015-03-29,BTC,244.2,5375.0,2674989128.0,46560.0,2951170.0,149020.0,500.0,7191187.42,1996.0,0.6175,0.005
2015-03-30,BTC,247.85,8684.0,2715590473.0,52057.0,2325664.0,149155.0,500.0,7165119.27,1611.0,0.619,0.005
2015-03-31,BTC,242.92,8059.0,2662181091.0,53445.0,2183211.0,149283.0,500.0,7671452.81,1441.0,0.6203,0.005
2015-04-01,BTC,245.0,6595.0,2685587783.0,49696.0,4419570.0,149404.0,500.0,6496579.08,3017.0,0.5693,0.005
2015-04-02,BTC,253.64,9557.0,2780929228.0,43654.0,5411071.0,149517.0,500.0,17649943.63,3283.0,0.5507,0.005
2015-04-03,BTC,254.07,5548.0,2786278225.0,39893.0,4043520.0,149622.0,500.0,7533562.24,614.0,0.5507,0.005
2015-04-04,BTC,252.5,3080.0,2769691222.0,41276.0,1399627.0,149721.0,500.0,14647413.89,652.0,0.5351,0.005
2015-04-05,BTC,256.98,4609.0,2819474383.0,46793.0,5625078.0,149812.0,500.0,8472177.51,628.0,0.5367,0.005
2015-04-06,BTC,255.0,6440.0,2798387438.0,52318.0,2437771.0,149896.0,500.0,13976070.85,477.0,0.5334,0.005
2015-04-07,BTC,255.52,6204.0,2804732017.0,53713.0,5290512.0,149972.0,500.0,7313896.74,1705.0,0.5334,0.005
2015-04-08,BTC,243.89,11071.0,2677683582.0,49945.0,3756020.0,150042.0,500.0,7927685.92,2047.0,0.524,0.005
2015-04-09,BTC,242.39,8757.0,2661820265.0,43873.0,3894998.0,150103.0,500.0,4911842.45,2717.0,0.517,0.005
2015-04-10,BTC,235.0,11487.0,2581253362.0,40093.0,1591436.0,150158.0,500.0,6415164.52,1073.0,0.5223,0.005
2015-04-11,BTC,236.21,4391.0,2595133915.0,41483.0,3446954.0,150205.0,500.0,6907786.72,2375.0,0.5208,0.005
2015-04-12,BTC,236.31,2915.0,2596822664.0,47027.0,1602579.0,150245.0,500.0,11338684.17,856.0,0.5146,0.005
2015-04-13,BTC,224.97,11789.0,2472768602.0,52580.0,1379035.0,150277.0,500.0,7917476.52,594.0,0.5339,0.005
2015-04-14,BTC,216.97,18659.0,2385378016.0,53982.0,4701442.0,150302.0,500.0,5484844.07,3058.0,0.5395,0.005
2015-04-15,BTC,219.83,10831.0,2417369927.0,50196.0,3521918.0,150320.0,500.0,9079480.37,846.0,0.5406,0.005
2015-04-16,BTC,228.52,11112.0,2513500522.0,44093.0,2068891.0,150330.0,500.0,14015240.14,1594.0,0.566,0.005
2015-04-17,BTC,223.94,8468.0,2463684126.0,40294.0,3977777.0,150333.0,500.0,17283525.22,2505.0,0.5067,0.005
2015-04-18,BTC,222.93,4834.0,2453129257.0,41691.0,942357.0,150329.0,500.0,12113495.08,569.0,0.4909,0.005
2015-04-19,BTC,223.26,5852.0,2457318095.0,47263.0,3116392.0,150317.0,500.0,11016839.31,1238.0,0.4744,0.005
2015-04-20,BTC,224.27,5723.0,2468994720.0,52844.0,1842887.0,150299.0,500.0,14485727.63,4277.0,0.475,0.005
2015-04-21,BTC,226.33,5542.0,2492238490.0,54252.0,5178405.0,150273.0,481.28,11496476.6,857.0,0.4595,0.005
2015-04-22,BTC,237.19,12936.0,2612415945.0,50447.0,4095150.0,150239.0,500.0,8172357.69,681.0,0.4911,0.005
2015-04-23,BTC,234.9,10777.0,2587780407.0,44314.0,2584136.0,150199.0,500.0,11249170.71,1987.0,0.4528,0.005
2015-04-24,BTC,231.55,7850.0,2551453275.0,40496.0,1644394.0,150152.0,500.0,10848656.67,639.0,0.4531,0.005
2015-04-25,BTC,228.12,6053.0,2514227691.0,41900.0,1023171.0,150097.0,500.0,7574945.24,386.0,0.4339,0.005
2015-04-26,BTC,218.01,10380.0,2403344585.0,47500.0,3883810.0,150035.0,500.0,10627211.0,1448.0,0.4546,0.005
2015-04-27,BTC,221.54,11470.0,2442812555.0,53109.0,3682195.0,149967.0,500.0,6672024.1,501.0,0.4573,0.005
2015-04-28,BTC,225.12,12197.0,2482849604.0,54524.0,4811721.0,149891.0,500.0,13453380.57,2843.0,0.4541,0.005
